apartado,tipo,bien,bien_limpio,cluster,item,cluster_6947,cluster_2275,cluster_1015,cluster_684,cluster_405,cluster_236,cluster_137,cluster_85,cluster_50,cluster_29,cluster_21,cluster_16,cluster_15,cluster_12,cluster_8,cluster_7,cluster_5,cluster_4,cluster_3,cluster_2,cluster_1
Mobiliario,Mobiliario,"MESA DE TRABAJO ESTÁNDAR, DE COLOR CAFÉ: LOCALIZADOS EN LA OFICINA DE LA DELEGACIÓN SINDICAL DE LA D",mesa trabajo estándar color café localizados oficina delegación sindical d,4,mesa,4707,44,481,240,80,16,0,15,9,4,4,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,MULTIFUNCIONAL EN COLOR BLANCO; LOCALIZADOS EN LA OFICINA DE LA DELEGACIÓN SINDICAL DE LA DIVSIÓN DE,multifuncional color blanco localizados oficina delegación sindical divsión,4,multifuncional,5568,890,88,35,145,53,20,42,2,3,3,3,3,3,3,0,0,0,0,0,0
Mobiliario,Mobiliario,"LIBRERO-VITRINA-EXHIBIDOR DE MADERA CON PUERTAS DE MADERA (TRES)EN LA PARTE INFERIOR, Y DE CRISTAL (",librerovitrinaexhibidor madera puertas madera tresen parte inferior cristal,0,librerovitrinaexhibidor,3674,984,916,90,81,39,39,39,41,20,20,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,"IMPRESORA LASER JET, IMPRIME COLOR Y BLANCO Y NEGRO; LOCALIZADAS, Y EN PRESTAMO, CON LA SOCIEDAD DE",impresora laser jet imprime color blanco negro localizadas prestamo sociedad,4,impresora,6869,1226,55,178,33,137,68,68,2,3,3,3,3,3,3,0,0,0,0,0,0
Equipo,Equipo,"TELÉFONO INTERSECRETARIAL, INALÁBRICO, SIN PANTALLA COLOR NEGRO; ACTUALMENTE ES LA EXTENSIÓN 5196.",teléfono intersecretarial inalábrico pantalla color negro actualmente extensión,4,teléfono,5102,261,307,266,266,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,ARCHIVO DE MADERA DE 4 CAJONES.,archivo madera cajones,0,archivo,6083,1744,387,108,44,180,62,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,VIDEOCASETERA VHS ESTÁNDAR.,videocasetera vhs estándar,0,videocasetera,4208,457,221,443,221,221,41,41,20,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,PINTARRON 2.00 X 2.20,pintarron x,0,pintarron,2524,1261,358,201,201,201,100,49,49,24,0,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,"PANTALLA 17"", NEGRO CON GRIS METALIZADO",pantalla negro gris metalizado,4,pantalla,4097,1845,13,456,168,168,30,19,1,1,0,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,"MADERA, CAFE",madera cafe,0,madera,6918,914,142,286,286,51,51,13,13,27,0,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,"ALCATEL, FIRST REFLEXES, NEGRO",alcatel first reflex negro,4,alcatel,1553,1553,150,301,301,150,23,19,1,1,0,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,MULTIMEDIA COLOR HUESO,multimedia color hueso,4,multimedia,5449,904,783,391,89,11,4,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,"GABINETE ATX. INTEL, PROCESADOR P 4 A 2.8 GHZ,TARJETA MADRE, SONIDO/VIDEO/RED/FAX MODEM, DD 80 GB, M",gabinete atx intel procesador p ghztarjeta madre sonidovideoredfax modem dd gb m,1,gabinete,3650,1180,385,385,385,75,37,37,0,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,CAFE/NEGRA,cafenegra,0,cafenegra,1318,1318,29,84,3,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,"PARA COMPUTADORA, ESTRUCTURA METÁLICA DE 2 PATAS COLOR NEGRO, CUBIERTA DE MADERA CON FORMAICA, COLOR",computadora estructura metálica patas color negro cubierta madera formaica color,4,computadora,4497,907,564,564,80,16,0,15,9,4,4,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,METAL GRIS,metal gris,0,metal,532,2134,329,660,98,197,24,20,42,1,0,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,FUNDA PARA HANDYCAM.,funda handycam,0,funda,1318,1318,29,84,3,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,"ALUMINIO, 4 ESCALONES",aluminio escalones,0,aluminio,5897,647,656,656,193,11,4,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,CROMADA TAPIZADO NEGRO,cromada tapizado negro,0,cromada,5616,1769,910,16,195,77,16,4,0,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,VERTICAL GRIS,vertical gris,0,vertical,6916,281,207,0,1,32,62,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,"PANTALLA LCD DE 19"", COLOR NEGRO",pantalla lcd color negro,4,pantalla,398,898,63,516,165,82,82,82,7,2,5,5,5,5,5,5,0,0,0,0,0
Equipo,Equipo,"DISPOSITIVO INTERNO PARA P.4 A 3.60GHZ, 800MHZ 2MBK L2 CACHE04B SOC 775",dispositivo interno p ghz mhz mbk l cacheb soc,0,dispositivo,5847,884,480,480,0,15,6,5,5,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,"PARA PC PORTÁTIL, PIEL SIENTÉTICA COLOR NEGRO, TOSHIBA SATELLITE 5205",pc portátil piel sientética color negro toshiba satellite,4,pc,3828,114,797,50,102,102,6,5,5,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,"PARA CASETTE ESTANDAR, COLOR  NEGRO. ACCESORIOS: ADAPTADOR MOD. D-6000US, CONTROL REMOTO MOD.HM54 Y",casette estandar color negro accesorios adaptador mod dus control remoto modhm,4,casette,6705,131,803,113,227,227,53,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,"PANTALLA 15"", COLOR AZUL Y GRIS METALIZADO.",pantalla color azul gris metalizado,4,pantalla,85,1052,78,162,162,49,33,10,45,1,0,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,"GABINETE COLOR NEGRO, PROCESADOR PENTIUM INTEL, A 2.8 GHZ, 1.5 GB MEMORIA RAM, DRIVE 3.5"", DFD 80GBM",gabinete color negro procesador pentium intel ghz gb memoria ram drive dfd gbm,1,gabinete,4029,577,67,19,59,62,126,31,10,12,1,4,4,4,2,2,2,2,2,0,0
Equipo,Equipo,"FAX TELÉFONO,  MULTIFUNICONAL CON FUNCIONES DE TELÉFONO, FAX, IMPRESORA, COPIADORA Y ESCANER.",fax teléfono multifuniconal funciones teléfono fax impresora copiadora escaner,0,fax,6835,261,307,266,266,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,"SEMI-EJECUTIVO CON RODAJAS Y DESCANSABRAZOS, ALTURA Y RESPALDO AJUSTABLES, TAPIZ TELA AZUL ESTAMPADA",semiejecutivo rodajas descansabrazos altura respaldo ajustables tapiz tela azul estampada,0,semiejecutivo,3920,1191,109,2,4,132,9,1,8,8,8,8,8,8,0,1,1,0,0,0,0
Mobiliario,Mobiliario,"SOBRE MESA DE TRABAJO FABRICADO EN MELAMINA COLOR, GRIS CÁLIDO, 2 ENTREPAÑOS, 1.05M DE ALTURA X 0.74",mesa trabajo fabricado melamina color gris cálido entrepaños m altura x,4,mesa,546,2187,146,590,97,97,0,15,9,4,4,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,"AL PISO, ESPECIAL TIPO CLOSET DE 1.35M DE FRENTE X 0.60M DE FONDO X 2.35M DE ALTURA CON ENTREPAÑOS F",piso especial tipo closet m frente x m fondo x m altura entrepaños f,0,piso,3602,24,113,246,97,97,0,15,9,4,4,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,SCANJET 4500C COLOR GRIS CON AZUL,scanjet c color gris azul,4,scanjet,5206,1153,453,167,39,18,15,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,"FIJA CON DESCANSABRAZOS, TAPIZ TELA AZUL LISA, 4 PATAS, ESTRUCTURA METAL NEGRO",fija descansabrazos tapiz tela azul lisa patas estructura metal negro,4,fija,6471,1191,109,2,4,132,9,1,8,8,8,8,8,8,0,1,1,0,0,0,0
Equipo,Equipo,"ESTANDAR, COLOR NEGRO CON PLATEADO",estandar color negro plateado,4,estandar,4382,232,933,84,3,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,PARA CAMARA FOTOGRAFICA. EN EL 3A/B/E,camara fotografica abe,0,camara,6892,810,98,197,396,9,40,40,3,7,7,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,ELÉCTRICA DE 2.13M ALTO X 2.13M ANCHO,eléctrica m alto x m ancho,0,eléctrica,6753,152,141,284,284,13,4,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,"VERTICAL, 4 GAVETAS CON CERRADURA, SISTEMA COLGANTE TAMAÑO CARTA, DE 0.40M DE FRENTE X 0.50M DE FOND",vertical gavetas cerradura sistema colgante tamaño carta m frente x m fond,0,vertical,4489,205,684,0,1,32,62,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,"DE VOLTAJE, 1000 WATTS, 4 SALIDAS DE CORRIENTE COLOR GRIS CÁLIDO.",voltaje watt salidas corriente color gris cálido,4,voltaje,5430,2123,767,137,48,98,3,33,16,6,14,14,14,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,"DE TRABAJO FABRICADA EN MELAMINA COLOR GRIS CÁLIDO, 0.75M DE ALTURA X 1.10 DE FRENTE X 0.46M DE FOND",trabajo fabricada melamina color gris cálido m altura x frente x m fond,4,trabajo,3765,24,113,246,97,97,0,15,9,4,4,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,"PORTÁTIL GRIS AZULADO. PROCES. P 4 A 2.66 GHZ, DD 40GB, 512MB DDRAM, DVD-RW/CD-RW, T/RED PANTALLA LC",portátil gris azulado proces p ghz dd gb mb ddram dvdrwcdrw tred pantalla lc,1,portátil,6151,67,192,40,164,27,48,29,10,12,1,4,4,4,2,2,2,2,2,0,0
Mobiliario,Mobiliario,"SOBRE MESA DE TRABAJO, FABRICADO EN MELAMINA COLOR GRIS CÁLIDO, 2 ENTREPAÑOS, 1.04M DE ALTURA X 0.70",mesa trabajo fabricado melamina color gris cálido entrepaños m altura x,4,mesa,546,2187,146,590,97,97,0,15,9,4,4,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,"MULTIMEDIA, BOTONES DEACCESO RÁPIDO, EN ESPAÑOL, COLOR NEGRO CON GRIS METALIZADO.",multimedia botones deacceso rápido español color negro gris metalizado,4,multimedia,3830,678,678,678,123,123,30,19,1,1,0,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,"MULTIMEDIA, CON LECTOR DE TARJ. 9 INT & HUB 1.1.",multimedia lector tarj int hub,0,multimedia,6120,1082,328,328,123,123,30,19,1,1,0,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,"DE VOLTAJE, 127 V, 4 SALIDAS DE CORRIENTE, COLOR CAFÉ CLARO",voltaje v salidas corriente color café claro,4,voltaje,5819,2123,767,137,48,98,3,33,16,6,14,14,14,0,1,0,0,0,0,0,0
Equipo,Equipo,"ÓPTICO CON SCROLL, 2 BOTONES, COLOR NEGRO METALIZADO.",óptico scroll botones color negro metalizado,4,óptico,523,637,22,115,57,57,70,34,6,13,13,13,13,1,1,0,0,0,0,0,0
Equipo,Equipo,MESA DE ESCRITORIO EN MADERA COLOR CLARO 1.20X.60X.70,mesa escritorio madera color claro xx,4,mesa,6595,1799,97,222,222,222,110,15,9,4,4,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,LIBRERO DE MADERA CON CINCO ENTREPAÑOS 75X30X1.80,librero madera cinco entrepaños xx,0,librero,5586,751,108,102,6,39,39,39,41,20,20,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,"MONITOR A COLOR, COLOR BLANCO",monitor color color blanco,4,monitor,5621,1423,499,499,249,124,124,11,24,11,6,6,6,6,6,6,1,0,0,0,0
Equipo,Equipo,PROYECTOR COLOR PLATA MARCA SONY MODELO VPL-CX70 NUMERO DE SERIE 2006289,proyector color plata marca sony modelo vplcx numero serie,0,proyector,5716,731,182,366,366,89,8,35,17,17,17,1,0,1,1,0,0,0,0,0,0
Mobiliario,Mobiliario,MESAS COLOR CREMA,mesa color crema,4,mesa,56,33,555,555,45,7,4,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,"MESA MULTIUSOS, FABRICADA EN MELAMINA COLOR GRIS CÁLIDO, MOLDURA PLÁSTICA, CON UN ENTREPAÑO, 0.69M D",mesa multiusos fabricada melamina color gris cálido moldura plástica entrepaño m d,4,mesa,4304,2049,414,371,371,16,0,15,9,4,4,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,"ESTACIÓN DE TRABAJO EN ""U""",estación trabajo u,0,estación,3565,1499,395,76,307,153,76,76,9,4,4,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,MONITOR DE COLOR FOMES 13516,monitor color fomes,4,monitor,5744,1379,634,634,169,169,84,84,0,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,ARCHIVERO DE MADERA 3 CAJONES 49X62X1.17,archivero madera cajones xx,0,archivero,1291,745,19,159,163,40,81,81,40,10,10,10,10,10,0,1,1,0,0,0,0
Equipo,Equipo,VIDEOPROYECTOR MARCA SONY MODELO VPL-CX70 NUMERO DE SERIE 2006306,videoproyector marca sony modelo vplcx numero serie,0,videoproyector,3686,731,182,366,366,89,8,35,17,17,17,1,0,1,1,0,0,0,0,0,0
Mobiliario,Mobiliario,MESA DE MADERA COLOR GRIS,mesa madera color gris,4,mesa,518,296,13,456,168,168,30,19,1,1,0,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,ROTAFOLIO,rotafolio,0,rotafolio,1318,1318,29,84,3,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,PROCESADOR DE HOJAS,procesador hojas,0,procesador,5975,2035,736,19,59,62,126,31,10,12,1,4,4,4,2,2,2,2,2,0,0
Mobiliario,Mobiliario,"ESTACION DE TRABAJO EN ""L""",estacion trabajo l,0,estacion,2477,1169,685,342,342,7,4,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,ESTANTES CON PUERTA,estantes puerta,0,estantes,5685,2246,264,27,3,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,CALEFACTORES COLOR CREMA,calefactores color crema,4,calefactores,56,33,555,555,45,7,4,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,PINTARRON COLOR BLANCO,pintarron color blanco,4,pintarron,451,1809,358,201,201,201,100,49,49,24,0,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,SILLA SECRETARIAL TAPIZADA EN TELA MEGRA CON SISTEMA NUEMATICO DE ALTURA SIN BRAZOS,silla secretarial tapizada tela megra sistema nuematico altura brazos,0,silla,4843,182,895,89,25,106,9,1,8,8,8,8,8,8,0,1,1,0,0,0,0
Mobiliario,Mobiliario,SILLA TAPIZADA EN TELA CAFE CON BRAZOS,silla tapizada tela cafe brazos,0,silla,623,182,895,89,25,106,9,1,8,8,8,8,8,8,0,1,1,0,0,0,0
Equipo,Equipo,COMPUTADORA LAPTOP COLOR PLATA,computadora laptop color plata,4,computadora,5985,128,554,554,193,11,4,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,REVISTERO MARZO 2003 UBICADO EN RECEPCION,revistero marzo ubicado recepcion,0,revistero,6706,1993,371,12,3,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,"CPU: CN-0Y2393-70821-45C-B0U6,MONITOR: CN0Y13523760646QFZ3J. TECLADO: CN-07NI24-37172-443-02JA  MOUS",cpu cnycbumonitor cnyqfzj teclado cnnija mous,1,cpu,203,1638,4,111,69,69,69,69,34,16,16,7,0,1,1,0,0,0,0,0,0
Equipo,Equipo,COMPUTADORA HP DC 7100 CMT 3.0 GHZ 80GB 512 MB CD ROOM 48X T/RED WIN XP PRO COMBO DVD/ CD -WRITER NE,computadora hp dc cmt ghz gb mb cd room x tred win xp pro combo dvd cd writer ne,1,computadora,6765,93,243,242,104,26,6,5,5,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,"MAQUINA DE ESCRIBHIR ELECTRONICA COLO HUESO, MARZO 2003",maquina escribhir electronica colo hueso marzo,0,maquina,4473,2236,783,391,89,11,4,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,ALACENA DE COCINA INSTALADA A LA PARED 2 MODULOS CON 3 PUERTAS CADA UNO (TOTAL 6 PUERTAS) COLOR BLAN,alacena cocina instalada pared modulos puertas cada total puertas color blan,0,alacena,6045,1088,91,90,81,39,39,39,41,20,20,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,"TECLADO COMPAQ SE ENCUENTRA EN EL MODULO B-308, COMITE DE CALIDAD",teclado compaq encuentra modulo b comite calidad,0,teclado,6117,835,483,98,3,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,REGULADOR DE CORRIENTE.. CAJAS CHICAS,regulador corriente cajas chicas,0,regulador,1262,881,881,137,48,98,3,33,16,6,14,14,14,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,MESAS PARA COMPUTADORA EN COLOR GRIS CON TARIMA DESLIZABLE,mesa computadora color gris tarima deslizable,4,mesa,1725,296,13,456,168,168,30,19,1,1,0,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,"PLANCHA DE ACERO INOXIDABLE CON ORIFICIO SUPERIOR PARA DRENAR LIQUIDOS , DE GAS",plancha acero inoxidable orificio superior drenar liquidos gas,0,plancha,6003,309,233,467,233,233,116,57,28,28,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,"AMPLIFICADOR DE SONIDO CON RADIO A-FM RECEIVER, CON ENTRADAS PARA FONO,TAPE Y SALIDAS PARA BOCINAS M",amplificador sonido radio afm receiver entradas fonotape salidas bocinas m,0,amplificador,6881,1296,430,430,51,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,CESTO DE BASURA DE MADERA COLOR NATURAL,cesto basura madera color natural,4,cesto,6922,736,28,235,235,235,65,32,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,"MOUSE ESTANDAR CON DOS BOTONES, CON SCROLL, CON CONECCION MINIDIN",mouse estandar do botones scroll coneccion minidin,0,mouse,4434,637,22,115,57,57,70,34,6,13,13,13,13,1,1,0,0,0,0,0,0
Equipo,Equipo,"MOUSE OPTICO DE DOS BOTONES CON SCROLL, CONECCION PS/2, COLOR BLANCO.",mouse optico do botones scroll coneccion p color blanco,4,mouse,186,528,22,115,57,57,70,34,6,13,13,13,13,1,1,0,0,0,0,0,0
Equipo,Equipo,"COLOR PLANO CON BASE DE 15""",color plano base,4,color,6637,1338,447,447,223,223,34,22,7,2,5,5,5,5,5,5,0,0,0,0,0
Mobiliario,Mobiliario,ALACENA DE MADERA DE COLOR CAOBA/NEGRO.,alacena madera color caobanegro,4,alacena,3816,720,135,272,44,180,62,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,"TELEVISOR DE COLOR DE 14"" EN COLOR NEGRO CON CONTROL REMOTO (NO TIENE)",televisor color color negro control remoto,4,televisor,4102,131,803,113,227,227,53,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,"PROCESADOR INTEL CENTRINO, 1500 MHZ, 992 MB RAM, 80 GB DD, TARJETA DE RED INALAMBRICO 2200 BG, CD/DV",procesador intel centrino mhz mb ram gb dd tarjeta red inalambrico bg cddv,1,procesador,4836,287,192,40,164,27,48,29,10,12,1,4,4,4,2,2,2,2,2,0,0
Mobiliario,Mobiliario,MESA PARA COMPUTADORA CON ORIFICIOS PARA CABLEADO COLOR NEGRO/TINTO FORMAICA AGLOMERADO Y PORTA TECL,mesa computadora orificios cableado color negrotinto formaica aglomerado porta tecl,4,mesa,3755,687,156,5,80,16,0,15,9,4,4,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,"ESTACION DE TRABAJO EN ""U"" COLOR NEGRO/TINTO DE AGLOMERADO Y FORMAICA DOS CAJONES CON CERRADURA Y PO",estacion trabajo u color negrotinto aglomerado formaica do cajones cerradura po,4,estacion,6240,687,156,5,80,16,0,15,9,4,4,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,SILLA DE DIBUJANTE EN COLOR CAFE CON BASE EN METAL CROMADO GIRATORIA Y DESCANSA PIES,silla dibujante color cafe base metal cromado giratoria descansa pie,4,silla,5459,488,1014,16,195,77,16,4,0,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,ESCRITORIO SECRETARIAL DE MADERA CON DOS CAJONES AL LADO DERECHO EN COLOR NATURAL.,escritorio secretarial madera do cajones lado derecho color natural,4,escritorio,183,723,404,403,403,11,4,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,"TELEVISION DE COLOR DE 29"" ESTERO, TRINITRON EN COLOR NEGRO",television color estero trinitron color negro,4,television,299,783,44,181,181,181,41,41,20,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,CPU CON LECTOR DE DVD Y CD CON FLOPPY DE 3.5 EN COLOR BEIGE,cpu lector dvd cd floppy color beige,4,cpu,23,1178,370,150,22,15,6,5,5,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,IMPRESORA DE COLOR A CHORRO DE TINTA,impresora color chorro tinta,4,impresora,60,1635,817,408,5,72,132,21,21,3,3,3,3,3,3,0,0,0,0,0,0
Mobiliario,Mobiliario,TOCADOR DE MADERA DIMENSIONES PEQUEÑAS CON UN CAJON AL FRENTE EN MADERA DE PINO COLOR NATURAL LATERA,tocador madera dimensiones pequeñas cajon frente madera pino color natural latera,4,tocador,3568,187,404,403,403,11,4,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,"REGULADOR DE CORRIENTE, PLASTICO GRIS  CUATRO SALIDAS 120 VOLTS/60HZ",regulador corriente plastico gris cuatro salidas voltshz,0,regulador,3817,956,430,430,51,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,CPU CON LECTOR DE CD Y FLOPPY DE 3.5,cpu lector cd floppy,0,cpu,23,1178,370,150,22,15,6,5,5,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,"ESTACION DE TYRABAJO EN ""L"" COLOR NEGRO/TINTO FORMAICA AGLOMERADO CON PORTA TECLADO DOS CAJONES CON",estacion tyrabajo l color negrotinto formaica aglomerado porta teclado do cajones,4,estacion,5303,687,156,5,80,16,0,15,9,4,4,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,"REGULADOR DE VOLTAGE, METALICO, COLOR BEIGE CUATRO SALIDAS",regulador voltage metalico color beige cuatro salidas,4,regulador,5116,1009,1008,233,116,116,57,19,1,1,0,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,"CPU CON LECTOR DE DVD, FLOPPY DE 3.5 COLOR NEGRA",cpu lector dvd floppy color negra,4,cpu,5925,1178,370,150,22,15,6,5,5,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,LIBRERO DE MADERA CON 2 ENTREPAÑOS Y 2 PUERTAS DE 1.70 X 1.00 MTS. EN MELANINA COLOR GRAFITO,librero madera entrepaños puertas x mt melanina color grafito,4,librero,4963,1677,508,508,6,39,39,39,41,20,20,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,"TELEVISION DE 26"" A COLOR",television color,4,television,299,783,44,181,181,181,41,41,20,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,"SILLA SECRETARIAL,  MARCA OFFICENTER",silla secretarial marca officenter,0,silla,4462,1603,801,217,217,175,87,1,8,8,8,8,8,8,0,1,1,0,0,0,0
Mobiliario,Mobiliario,ARCHIVERO EN MELAMINA NEGRA 2 GAVETAS CON RODAJAS,archivero melamina negra gavetas rodajas,0,archivero,4467,312,190,74,131,131,131,65,32,10,10,10,10,10,0,1,1,0,0,0,0
Equipo,Equipo,MONITOR DE PANTALLA PLANA 19 PULGADAS.,monitor pantalla plana pulgadas,0,monitor,303,163,672,672,165,82,82,82,7,2,5,5,5,5,5,5,0,0,0,0,0
Equipo,Equipo,TELÉFONO MULTILÍNEAS,teléfono multilíneas,0,teléfono,2259,261,307,266,266,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,CREDENZA DE 1.95 X .40,credenza x,0,credenza,2923,1025,17,49,100,202,72,72,41,20,20,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,MESA DE MADERA COLOR MIEL 4 COMPARTIMENTOS,mesa madera color miel compartimentos,4,mesa,6573,634,687,5,80,16,0,15,9,4,4,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,SILLA SECRETARIAL AZUL C/RODAJAS RESP. GDE.,silla secretarial azul crodajas resp gde,0,silla,1311,1603,801,217,217,175,87,1,8,8,8,8,8,8,0,1,1,0,0,0,0
Mobiliario,Mobiliario,ARCHIVERO 4 GAVETAS COLOR NEGRO MARCA HRMMAN LUX,archivero gavetas color negro marca hrmman lux,4,archivero,1030,1012,126,60,131,131,131,65,32,10,10,10,10,10,0,1,1,0,0,0,0
Equipo,Equipo,"MONITOR HP CON BOCINAS INTEGRADAS MARCA POLKAUDIO,  TECLADO HP Y BOCINAS CREATIVE,MOUSE GENIUS",monitor hp bocinas integradas marca polkaudio teclado hp bocinas creativemouse genius,0,monitor,6749,630,441,294,294,146,61,61,0,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,LIBRERO DE MADERA 1.80 POR 1 MTS. EN COLOR MADERA UBICADO EN EL CUBICULO 5,librero madera mt color madera ubicado cubiculo,4,librero,6174,1739,963,481,166,1,5,2,4,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,SILLAS NEGRA PARA SALA DE JUNTAS,sillas negra sala junta,0,sillas,5463,292,296,593,34,41,0,15,9,4,4,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,ARCHIVERO DE MADERA EN COLOR MADERA CON 4 CAJONESUBICADO EN EL CUBICULO 1,archivero madera color madera cajonesubicado cubiculo,4,archivero,5688,1739,963,481,166,1,5,2,4,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,VENTILADOR DE PEDESTAL MARCA PHILIPS EN COLOR AZUL,ventilador pedestal marca philip color azul,4,ventilador,5690,1789,894,271,135,54,107,53,26,26,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,TABLERO DE CORCHO 90X120,tablero corcho x,0,tablero,6891,1995,573,573,3,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,UN CAÑON MARCA INFOCUS,cañon marca infocus,0,cañon,358,1045,68,276,276,3,18,18,18,18,18,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,SILLON EJECUTIVO COLOR CAFE CON NEGRO,sillon ejecutivo color cafe negro,4,sillon,6371,1324,660,166,32,10,43,43,43,21,0,2,2,2,0,1,1,0,0,0,0
