apartado,tipo,bien,bien_limpio,cluster,item,cluster_6947,cluster_2275,cluster_1015,cluster_684,cluster_405,cluster_236,cluster_137,cluster_85,cluster_50,cluster_29,cluster_21,cluster_16,cluster_15,cluster_12,cluster_8,cluster_7,cluster_5,cluster_4,cluster_3,cluster_2,cluster_1
Mobiliario,Mobiliario,SILLON EJECUTIVO RESPALDO MEDIO COLOR NEGRO. ND 13/2002. ALTA 02 AGOSTO 2002,sillon ejecutivo respaldo medio color negro nd alta agosto,4,sillon,4330,1875,432,16,195,77,16,4,0,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,PINTARRON 60X90 (ALTA 20 ENE 1999 MARCA ALFRA).,pintarron x alta ene marca alfra,0,pintarron,5720,706,131,263,106,7,4,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,"MONITOR DE COLOR HP DE 15"", N.D. 017/2002 ALTA 07 OCTUBRE 2002",monitor color hp nd alta octubre,4,monitor,6304,1651,12,218,43,176,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,"CESTO DE BASURA ALUMINIO N.D. 007/2005, ALTA 31 AGOSTO 2005",cesto basura aluminio nd alta agosto,0,cesto,6657,736,28,235,235,235,65,32,0,0,2,0,1,0,1,0,0,0,0,0,0
Transporte,Transporte,"AUTOMOVIL FORD ESCORT 1998, PLACAS: HZG1129, NO. SERIE: 3FABP1136WR109452, NO. MOTOR: S/N, NO. ECONÓ",automovil ford escort placas hzg serie fabpwr motor sn econó,0,automovil,5818,373,487,243,243,5,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,"TRITURADORA DE DOCUMENTOS. ALTA 13 SEP 2006, N.D. 07/2006",trituradora documentos alta sep nd,0,trituradora,1110,1651,12,218,43,176,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,SILLON P/SALA RECEPCION.(SILLON FIJO III PLAZAS TELA VERDE) ALTA 04 FEB 2002 N.D. 005/2002,sillon psala recepcionsillon fijo iii plaza tela verde alta feb nd,0,sillon,4485,2242,966,482,99,37,16,4,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,REGULADOR TDE S/N: 16030085976,regulador tde sn,0,regulador,5542,1919,289,289,289,144,3,33,16,6,14,14,14,0,1,0,0,0,0,0,0
Equipo,Equipo,IDENTIFICADOR DE LLAMADAS,identificador llamadas,0,identificador,1318,1318,29,84,3,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,MESA PARA IMPRESORA CON MEDIDA DE .80 DE FRENTE X .50 DE ANCHO X .75 DE ALTURA CON PUERTAS SIN CERRA,mesa impresora medida frente x ancho x altura puertas cerra,0,mesa,4192,169,146,590,97,97,0,15,9,4,4,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,"TELEFONO CORDLESS DECT/GAT HANSET-MOBILE 100 REFLEXES FOR OFFICE USE, DELIVERED, WITHOUT CHARGER",telefono cordless dectgat hansetmobile reflex for office use delivered without charger,0,telefono,5377,1657,486,486,242,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,"PEDESTAL SUSPENDIDO CON 1 CAJON PAPELERO,1 CAJON PARA INST. EN LATERALES, EN ESQUINERO, EN 2 GRAPAS",pedestal suspendido cajon papelero cajon inst laterales esquinero grapas,0,pedestal,6302,1748,618,226,44,180,62,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,FAX TELEFONO,fax telefono,0,fax,888,1275,349,349,349,174,20,42,2,3,3,3,3,3,3,0,0,0,0,0,0
Equipo,Equipo,"COMPUTADORA COMPLETA CON QUEMADORCPU MULTIMEDIA CON QUEMADOR 530 KINCLUYE: MONITOR, TECLADO Y MO",computadora completa quemadorcpu multimedia quemador kincluye monitor teclado mo,1,computadora,5825,1999,328,328,123,123,30,19,1,1,0,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,ARCHIVERO HORIZONTAL DE 3 GAVETAS,archivero horizontal gavetas,0,archivero,232,378,355,41,338,32,62,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,C.P.U. PENTIUM,cpu pentium,1,cpu,1397,326,654,654,61,61,123,29,10,12,1,4,4,4,2,2,2,2,2,0,0
Mobiliario,Mobiliario,"ESCRITORIO EJECUTIVO DE MADERA C/5 CAJONES DE .80X1.77 S/M, S/M, S/N. SERIE",escritorio ejecutivo madera c cajones x sm sm sn serie,0,escritorio,6222,690,690,4,3,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,ESCRITORIO GRAPA 1.26 CMS. BERLIN CAOBA,escritorio grapa cm berlin caoba,3,escritorio,6228,100,808,68,73,76,4,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,"EXTINGUIDOR, MARCA ANSUL SENTRY, MODELO 435, S/N SERIE",extinguidor marca ansul sentry modelo sn serie,0,extinguidor,5767,5,61,498,248,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,"PANEL DE TONOS, INSTALADO EN EL EDIFICIO CULTURAL Y ADMINISTRATIVO",panel tonos instalado edificio cultural administrativo,0,panel,4913,350,333,333,176,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,"ANTENA DIPOLOS OMNI DIRECCIONAL, INSTALADA EN EL CERRO DEL CUATRO",antena dipolos omni direccional instalada cerro cuatro,0,antena,4206,1003,571,571,285,142,13,6,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,"VIDEO CASETERA, FORMATO VHS DE 4 CABEZAS",video casetera formato vhs cabezas,0,video,6167,457,221,443,221,221,41,41,20,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,SILLA SECRETARIAL CON RODAJAS Y CODERAS,silla secretarial rodajas coderas,0,silla,1342,235,716,357,357,175,87,1,8,8,8,8,8,8,0,1,1,0,0,0,0
Mobiliario,Mobiliario,"MESA MULTIUSOS, MEDIDAS DE 40X60X68, CON CAJON",mesa multiusos medidas xx cajon,0,mesa,3633,937,937,371,371,16,0,15,9,4,4,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,"COCINA INTEGRAL EN ESCUADRA, MEDIDAS DE 2.50 MTS. CUENTA CON 11 CAJONES, ESTADIO JALISCO",cocina integral escuadra medidas mt cuenta cajones estadio jalisco,0,cocina,5988,519,303,192,95,7,4,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,ESTEREO CON DOS BOCINAS,estereo do bocinas,0,estereo,295,1475,441,294,294,146,61,61,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,VIDEOCASETERA DE 6 CABEZAS,videocasetera cabezas,0,videocasetera,1318,1318,29,84,3,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,DECK GRABADORA,deck grabadora,0,deck,735,151,191,383,383,191,95,6,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,"MONITOR, INSTALADO EN SALA DE EXRECTORES",monitor instalado sala exrectores,0,monitor,4689,82,296,593,34,41,0,15,9,4,4,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,RATÓN PS2 CON SCROLL (331),ratón p scroll,0,ratón,6801,98,794,115,57,57,70,34,6,13,13,13,13,1,1,0,0,0,0,0,0
Equipo,Equipo,IMPRESORA LASERJET 20PM A COLOR.,impresora laserjet pm color,4,impresora,1422,1978,866,105,212,212,132,21,21,3,3,3,3,3,3,0,0,0,0,0,0
Mobiliario,Mobiliario,TUBULAR 4 NIVELES,tubular niveles,0,tubular,6033,568,283,283,3,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,PERCHERO,perchero,0,perchero,949,1668,833,416,3,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,"CPU PENTIUM III A 1 GHZ, 256MB (2*128MB), DISCO DURO DE 10GB, CD-ROOM REMOVIBLE (162)",cpu pentium iii ghz mb mb disco duro gb cdroom removible,1,cpu,6582,328,369,57,37,2,52,31,10,12,1,4,4,4,2,2,2,2,2,0,0
Equipo,Equipo,MOUSE LOGITECH T-CC2-9F SERIE LT123C04148,mouse logitech tccf serie ltc,0,mouse,5145,1727,960,195,153,89,8,35,17,17,17,1,0,1,1,0,0,0,0,0,0
Mobiliario,Mobiliario,"SILLA TAPIZ DE TELA COLOR AZUL PLATA, CON RUEDAS, AJUSTE EN DESCANSA BRAZOS, EN ALTURA, EN INCLINACI",silla tapiz tela color azul plata ruedas ajuste descansa brazos altura inclinaci,4,silla,4367,1886,109,2,4,132,9,1,8,8,8,8,8,8,0,1,1,0,0,0,0
Equipo,Equipo,TARJETA DE EDICIÓN DE VIDEO CAPTURA Y EFECTOS EN TIEMPO REAL (146),tarjeta edición video captura efectos tiempo real,0,tarjeta,6531,1046,203,106,30,75,37,37,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,MOUSE INTEGRADO EN COMPUTADORA COMPLETA,mouse integrado computadora completa,1,mouse,6777,535,83,168,108,43,70,34,6,13,13,13,13,1,1,0,0,0,0,0,0
Mobiliario,Mobiliario,GABINETE CERRADO COLOR GRIS,gabinete cerrado color gris,4,gabinete,854,1849,402,402,402,29,59,12,1,1,0,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,"SILLA COLOR AZÚL, CON CODERAS (116)ASESORES",silla color azúl coderas asesores,4,silla,954,622,716,357,357,175,87,1,8,8,8,8,8,8,0,1,1,0,0,0,0
Equipo,Equipo,PULIDORA EN COLOR AMARILLO,pulidora color amarillo,4,pulidora,1482,416,174,302,302,49,33,10,45,1,0,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,"REPRODUCTOR DE DISCOS COMPACTOS,",reproductor disco compactos,0,reproductor,6425,1755,106,78,78,48,98,8,5,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,RATÓN ÓPTICO USB CON SCROLL (77),ratón óptico usb scroll,0,ratón,5866,98,794,115,57,57,70,34,6,13,13,13,13,1,1,0,0,0,0,0,0
Equipo,Equipo,TECLADO (67)ASESORES,teclado asesores,0,teclado,996,1149,574,574,69,69,69,69,34,16,16,7,0,1,1,0,0,0,0,0,0
Equipo,Equipo,AUDIFONO MICRIFONO,audifono micrifono,0,audifono,1318,1318,29,84,3,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,"BACK UPS PRO, NOBRAKE,",back ups pro nobrake,0,back,4303,707,707,26,66,66,66,52,12,6,14,14,14,0,1,0,0,0,0,0,0
Equipo,Equipo,"MONITOR 15"" HP",monitor hp,1,monitor,525,2105,713,56,83,83,83,83,19,19,19,1,0,1,1,0,0,0,0,0,0
Equipo,Equipo,BASE DE MESA PARA MICROFONO DE 15 CMS.,base mesa microfono cm,3,base,330,1591,475,223,111,111,111,4,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,"COMPUTADORA PORTATIL PENTIUM IV A 1.8 GHZ, 256MB(2X128MB) EN RAM, DISCO DURO DE 20 GB, TARJETA INALA",computadora portatil pentium iv ghz mbxmb ram disco duro gb tarjeta inala,1,computadora,5203,569,9,187,61,61,123,29,10,12,1,4,4,4,2,2,2,2,2,0,0
Equipo,Equipo,"GRABADORA PORTATIL DE MINIDISCOS, CON 6 ACCESORIOS: 1 ADAPTADOR DE ALIMENTACION,CABLES DE USB,MANDO",grabadora portatil minidiscos accesorios adaptador alimentacioncables usbmando,0,grabadora,6315,692,6,9,3,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,CUBIERTA DE TRABAJO .90FRENTE X0.50 FONDO COLOR GRIS.,cubierta trabajo frente x fondo color gris,4,cubierta,5216,849,113,246,97,97,0,15,9,4,4,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,ARCHIVERO DE METAL DE 5 COMPATIMENTOS DE 100X45X196 CM. COLOR NEGRO,archivero metal compatimentos xx cm color negro,3,archivero,5099,291,329,660,98,197,24,20,42,1,0,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,"MESA DE 1.20X60X75 CM. CON ESTRUCTURA NEGRA, CUBIERTA DE CAOBA TIMOLDING NEGRO",mesa xx cm estructura negra cubierta caoba timolding negro,3,mesa,4128,333,7,336,336,167,23,19,1,1,0,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,NO BREAK,break,0,break,899,1735,550,550,66,66,66,52,12,6,14,14,14,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,"RACK DE ACERO, COLOR NEGRO DE 2.15 METROS",rack acero color negro metro,4,rack,6249,346,694,9,3,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,SCANER PARA COMPUTADORA MARCA HP MODELO 3570 COLOR GRIS,scaner computadora marca hp modelo color gris,4,scaner,4923,408,542,542,270,18,15,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,"SILLAS SECRETARIALES ORTOPEDICAS TELA NAVY COLOR AZUL,  SISTEMA NEUMATICO, CON RODAJASMODELO VOYAG",sillas secretariales ortopedicas tela navy color azul sistema neumatico rodajasmodelo voyag,4,sillas,4338,1132,23,355,355,177,88,4,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,"COMPAGINADORA DCIDA, 10 CHAROLAS",compaginadora dcida charolas,0,compaginadora,485,1244,666,666,332,7,4,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,COLOR AZUL DE .60X1.60,color azul x,4,color,683,599,78,162,162,49,33,10,45,1,0,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,CDS SOFTWARE COGNOS OLAP 7.1 UNIX 7 CDS,cd software cognos olap unix cd,0,cd,83,1348,280,85,344,171,5,2,4,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,CDS SOFTWARE COGNOS IMPROMPTU 7.1 ADMINISTRADOR 3 CDS,cd software cognos impromptu administrador cd,0,cd,83,1348,280,85,344,171,5,2,4,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,"CPU DESKPRO SLIM CON PROCESADOR PIII, 15GB, 128MB, CD 40X",cpu deskpro slim procesador piii gb mb cd x,1,cpu,5747,1320,360,40,164,27,48,29,10,12,1,4,4,4,2,2,2,2,2,0,0
Equipo,Equipo,PROYECTOR LCD MOD.PT-LB50SU DE 2000 LUMEN MARCA PANASONIC,proyector lcd modptlbsu lumen marca panasonic,0,proyector,4176,494,443,280,58,3,18,18,18,18,18,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,TELEFONO INALAMBRICO PLANTRONICS CT10 CORDLESS HEADSET TELEPHONE,telefono inalambrico plantronics ct cordless headset telephone,0,telefono,171,188,756,158,158,158,78,78,38,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,"CREDENZA DIRECCIÓN CON CAJONERA IZQUIERDA, 1 CAJON PAPELERO Y 1 GAVETA PARA ARCHIVO DE 210X50X75 CM.",credenza dirección cajonera izquierda cajon papelero gaveta archivo xx cm,3,credenza,6121,1095,618,226,44,180,62,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,SILLA GIRATORIA  TELA EN COLOR TINTO,silla giratoria tela color tinto,4,silla,6063,711,448,128,25,106,9,1,8,8,8,8,8,8,0,1,1,0,0,0,0
Mobiliario,Mobiliario,"MAMPARA CLASICA SOLIDA DE 180X120X04 CM. EN TELA, COLOR NEGRO",mampara clasica solida xx cm tela color negro,3,mampara,6689,2022,149,300,300,149,4,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,"ESCRITORIO EJECUTIVO DE MADERA, TIPO BALA DE 170X75X75 CM. COLOR CAOBA",escritorio ejecutivo madera tipo bala xx cm color caoba,3,escritorio,4116,255,7,336,336,167,23,19,1,1,0,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,VIDEO PROYECTOR LCD DATA PROJECTOR,video proyector lcd data projector,0,video,6115,1473,457,280,58,3,18,18,18,18,18,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,MAMPARA EN TELA DE 91.2X04X209 CM. MODELO HAWAII COLOR ROJO BERMELLÓN,mampara tela xx cm modelo hawaii color rojo bermellón,3,mampara,773,2022,149,300,300,149,4,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,MAMPARA EN TELA DE 91.2X04X209 CM. HAWAII COLOR ROJO BERMELLÓN,mampara tela xx cm hawaii color rojo bermellón,3,mampara,773,2022,149,300,300,149,4,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,MONITOR A COLOR PANTALLA PLANA.,monitor color pantalla plana,4,monitor,181,163,672,672,165,82,82,82,7,2,5,5,5,5,5,5,0,0,0,0,0
Equipo,Equipo,0.90 X 1.20,x,0,x,1318,1318,29,84,3,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,"REGULADOR DE CORRIENTE DE VOLTAJE 1000 WATTS , 4 CONTACTOS, COLOR BLANCO",regulador corriente voltaje watt contactos color blanco,4,regulador,4758,455,767,137,48,98,3,33,16,6,14,14,14,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,"LIBRERO, COLOR NEGRO CANTOS DE PVC DE .40X.35X2.10 M.",librero color negro canto pvc xx m,4,librero,3763,1007,286,110,89,11,4,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,CPU PENTIUM DE 40 GB,cpu pentium gb,1,cpu,6734,326,654,654,61,61,123,29,10,12,1,4,4,4,2,2,2,2,2,0,0
Mobiliario,Mobiliario,"ARCHIVERO HORIZONTAL DE 4 GAVETAS DE 86X48X135 CM. COLOR CAOBA, COMUN NEGRO Y CANTO NEGRO",archivero horizontal gavetas xx cm color caoba comun negro canto negro,4,archivero,5642,378,355,41,338,32,62,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,MESA CUADRADA DE MADERA CON BASE DE METAL COLOR CAFE DE 75 X 1.20,mesa cuadrada madera base metal color cafe x,4,mesa,4079,832,832,116,45,7,4,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,TELEFONO DIGITAL MANOS LIBRES SIN JOG,telefono digital manos libres jog,0,telefono,1103,2208,786,58,3,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,MESA PLEGABLE DE MADERA Y METAL 76X1.52 MTS.,mesa plegable madera metal x mt,0,mesa,5416,288,577,577,288,16,0,15,9,4,4,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,LATERAL PARA ESCRITORIO CON CAJONERA TAMAÑO OFICIO Y CHAPA CERRADURA CON SISTEMA PARA COLGAR FOLDERS,lateral escritorio cajonera tamaño oficio chapa cerradura sistema colgar folder,0,lateral,5035,449,684,0,1,32,62,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,ARCHIVERO HORIZONTAL CON 2 GAVETAS DE ARCHIVO COLOR BERLIN VINO,archivero horizontal gavetas archivo color berlin vino,4,archivero,4814,1891,288,288,45,7,4,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,PUENTE PARA CONJUNTO AJUSTABLE HASTA 1.00 MTS COLOR BERLIN VINO,puente conjunto ajustable mt color berlin vino,4,puente,6209,562,497,497,23,7,4,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,COMPUTADORA COMPAQ EXD PIII 1GHZ,computadora compaq exd piii ghz,1,computadora,6477,425,81,329,329,164,22,45,19,19,19,1,0,1,1,0,0,0,0,0,0
Equipo,Equipo,MONITOR PARA COMPUTADORA COMPAQ,monitor computadora compaq,1,monitor,6047,1057,81,329,329,164,22,45,19,19,19,1,0,1,1,0,0,0,0,0,0
Mobiliario,Mobiliario,SILLA DE VISITAS SIN CODERAS COLOR NEGRO,silla visitas coderas color negro,4,silla,954,622,716,357,357,175,87,1,8,8,8,8,8,8,0,1,1,0,0,0,0
Mobiliario,Mobiliario,REPISA NEGRA DE CUATRO COMPARTIMENTOS (PARA PONER SOBRE ESCRITORIO),repisa negra cuatro compartimentos poner escritorio,0,repisa,3836,1676,557,557,51,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Equipo,Equipo,COMPUTADORA PRESCOT,computadora prescot,1,computadora,1095,2191,547,547,273,44,10,46,46,19,19,1,0,1,1,0,0,0,0,0,0
Mobiliario,Mobiliario,SILLA SEMIEJECUTIVA PISTON NEUMATICO CON PERILLAS DE AJUSTE CON BRAZOS COLOR NEGRO,silla semiejecutiva piston neumatico perilla ajuste brazos color negro,4,silla,5290,1116,586,136,4,132,9,1,8,8,8,8,8,8,0,1,1,0,0,0,0
Mobiliario,Mobiliario,PEDESTAL SUSPENDIDO CON 1 CAJON PAPELERO Y 1 PARA ARCHIVO,pedestal suspendido cajon papelero archivo,0,pedestal,6283,1748,618,226,44,180,62,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Equipo,Equipo,LAPTOP CON DVD WRITER,laptop dvd writer,0,laptop,6574,2229,889,386,386,48,98,8,5,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,ESQUINERO CON 2 COSTADOS 1.66 MTS CON EXTENSION / COLOR MAPLE,esquinero costados mt extension color maple,0,esquinero,4865,189,762,69,45,7,4,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,FRIGOBAR GE,frigobar ge,0,frigobar,6653,1805,222,446,17,145,19,7,0,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,BANCO DE MADERA DE ESCALON COLOR CAFE,banco madera escalon color cafe,4,banco,5530,673,163,327,327,163,7,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,CARRO TRANSPORTADOR DE LIBROS COLOR ARENA DE 95 X 50,carro transportador libros color arena x,4,carro,5422,865,865,84,3,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,ENTREPAÑO DE ANAQUEL DOBLE DE 89 X 60 CM,entrepaño anaquel doble x cm,3,entrepaño,3570,988,862,225,225,225,112,20,42,1,0,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,ESTANTERIA DE 360 X 211 CM,estanteria x cm,3,estanteria,1221,1221,210,80,161,162,80,80,39,4,4,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,ESTANTERIA DE METAL DE 211 X 733 CM,estanteria metal x cm,3,estanteria,6381,434,210,80,161,162,80,80,39,4,4,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,MESAS DE MADERA DE 300 DE LARGO X 58 DE ANCHO X 83 DE ALTO,mesa madera largo x ancho x alto,0,mesa,153,1925,141,284,284,13,4,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,GABINETE TIPO ALACENA CON LLAVE 2 PUERTAS,gabinete tipo alacena llave puertas,0,gabinete,3495,1088,91,90,81,39,39,39,41,20,20,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,ARCHIVERO DE MADERA 4 CAJONES COLOR NATURAL,archivero madera cajones color natural,4,archivero,6691,581,404,403,403,11,4,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,ARCHIVERO MADERA 3 CAJONES MEDIDA 50 X 1.26,archivero madera cajones medida x,0,archivero,5006,310,821,410,45,7,4,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,ARCHIVERO DE MADERA 2 CAJONES MADERA 50 X 66,archivero madera cajones madera x,0,archivero,610,207,19,159,163,40,81,81,40,10,10,10,10,10,0,1,1,0,0,0,0
Mobiliario,Mobiliario,FOTOCOPIADORA MARCA RICOH FT 4822,fotocopiadora marca ricoh ft,0,fotocopiadora,81,1947,268,268,268,0,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,DUPLICADORA RISO MOD: GR3770,duplicadora riso mod gr,0,duplicadora,6421,461,924,461,42,86,86,9,0,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,LECTOR DE IMPRESOR DE MICROFILM MICROPINTER60 NO.SERIE 0988,lector impresor microfilm micropinter noserie,0,lector,1089,1004,164,330,330,34,6,5,5,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,SOPORTA LIBROS TIPO ESCUADRA,soporta libros tipo escuadra,0,soporta,5045,1894,718,31,45,7,4,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,CREDENZA DE MADERA COLOR NEGRO/CAOBA DE 155CM DE LARGO X 45 CM DE ANCHO X 75 DE ALTO,credenza madera color negrocaoba cm largo x cm ancho x alto,3,credenza,71,645,469,80,161,162,80,80,39,4,4,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,MUEBLE DE MADERA PARA FICHEROS MANUALES CON 10 CAJONES EN COLOR NARURAL CON BARRA DE COLOR BCO.,mueble madera ficheros manuales cajones color narural barra color bco,4,mueble,6097,1151,117,236,95,7,4,70,1,1,0,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,ESTACION DE TRABAJO COMPUESTA POR ESCRITORIO DE 2 CAJONES DE 175 CM DELARGO X 73 DE ANCHO Y X 75CM D,estacion trabajo compuesta escritorio cajones cm delargo x ancho x cm d,3,estacion,6911,645,469,80,161,162,80,80,39,4,4,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,"C / U FTE. ALTA Y BAJA 429  DE 36,24,18 Y 14  PTS",c u fte alta baja pt,0,c,5321,1538,251,503,103,208,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,PARRILLA ELECTRICA MARCA TK MODELO E-602D.,parrilla electrica marca tk modelo ed,0,parrilla,4249,3,66,269,134,20,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0
Mobiliario,Mobiliario,ARCHIVERO DE 3 CAJONES,archivero cajones,0,archivero,278,1364,214,291,163,40,81,81,40,10,10,10,10,10,0,1,1,0,0,0,0
Mobiliario,Mobiliario,PINTARRON BLANCO,pintarron blanco,0,pintarron,451,1809,358,201,201,201,100,49,49,24,0,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,TELAR DE ENCUADERNACION DE 58 CMS.,telar encuadernacion cm,3,telar,1221,1221,210,80,161,162,80,80,39,4,4,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,LIBRERO 1.85 X 1.67 X .46 COLOR CAOBA 4 ENTREPAÑOS,librero x x color caoba entrepaños,4,librero,805,230,926,336,336,167,23,19,1,1,0,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,MUEBLES DE TRABAJOS LINEALES DE 1.50 MTS. DE FRENTE POR  60CM DE FONDO Y 2 MTS DE ALTURA CON SU SECC,muebles trabajos lineales mt frente cm fondo mt altura secc,3,muebles,6546,32,188,378,378,188,56,27,9,4,4,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,ANUNCIO DE MADERA PARA TRIPTICOS,anuncio madera tripticos,0,anuncio,1656,1549,774,37,154,51,51,13,13,27,0,2,2,2,0,1,1,0,0,0,0
Mobiliario,Mobiliario,IMPRESORA EVEREST DE INTERPUNTO CARACTER EN BRAILE EN 6 PUNTOS PARALELO USB Y PROGRAMA DE FORMATEO D,impresora everest interpunto caracter braile puntos paralelo usb programa formateo d,0,impresora,5947,1969,984,335,167,4,44,44,44,12,1,4,4,4,2,2,2,2,2,0,0
